"","BPGSA_DiseaseGenes@score"
"GO:0003069",0.518518518518519
"GO:0070487",0.314685314685315
"GO:0070488",0.423076923076923
"GO:2001150",0.60186799501868
"GO:0006520",5.26221361388685e-09
"GO:0048659",0.0881023052618276
"GO:0006521",0.185482229366939
"GO:0019184",0.00646525957417271
"GO:0006522",1
"GO:0006524",0.248419975760833
"GO:0099622",0.160609936190111
"GO:1901419",0.232218683651805
"GO:0003051",0.6
"GO:0006525",0.858396963534895
"GO:0099623",0.671071107094793
"GO:0099624",0.137601776399787
"GO:0006527",0.473347873385811
"GO:0099625",0.862398223600213
"GO:0070471",0.188329665181899
"GO:0048680",0.250185465157677
"GO:0006528",0.916775292237827
"GO:0070472",0.206931568635759
"GO:0048681",0.474411020517487
"GO:0099627",0.423076923076923
"GO:0070473",0.565217391304348
"GO:0048682",0.492628922159124
"GO:0003056",0.617491056260681
"GO:0099628",1
"GO:0070474",0.390872012674015
"GO:0003057",0.306561264822135
"GO:0048686",0.219148016582854
"GO:0048687",0.34136546184739
"GO:0048688",0.491598768079217
"GO:0006511",0.268161682292719
"GO:0006513",0.830057538832885
"GO:0099612",0.0104921104802378
"GO:0010960",0.568072785594058
"GO:2001185",0.417846063171977
"GO:0003081",0.818084909158324
"GO:0006515",0.462082995647758
"GO:0010962",0.0409410435088807
"GO:2001186",0.0918946987574136
"GO:0006516",0.613254743349324
"GO:1903891",0.442237406642301
"GO:2001187",0.557681021558762
"GO:0006517",0.484227566739018
"GO:2001188",0.180867416973525
"GO:0048670",0.4548418782542
"GO:0003084",0.662669768432031
"GO:0071650",0.526739926739927
"GO:0006518",0.406559300130177
"GO:0010965",0.674193979026501
"GO:2001189",0.1614261650758
"GO:0048671",0.603080942914343
"GO:0003085",0.0614161003316744
"GO:0071651",0.979280087912825
"GO:0070423",0.184089966248985
"GO:1903894",0.403287603510073
"GO:0010966",0.940611544790204
"GO:0048672",0.322719875585139
"GO:0070424",0.644065051918389
"GO:1903895",0.235725144420797
"GO:0010967",0.316695041701737
"GO:1903896",0.870189307260245
"GO:0010968",0.198095974956302
"GO:0048674",0.333333333333333
"GO:0070426",0.197003649947416
"GO:1903897",0.749803703461362
"GO:0048675",0.487739374835495
"GO:0071655",1
"GO:0070427",0.343421795595709
"GO:1903898",0.854413702239789
"GO:0021602",0.270221011586775
"GO:0033292",0.906566374376299
"GO:0070428",0.758241758241758
"GO:0021603",0.746618411233826
"GO:0048677",0.526267351790782
"GO:0071657",0.8
"GO:0048678",0.00569056623421923
"GO:2001170",0.583783783783784
"GO:0021604",0.95808305524657
"GO:0006540",0.535714285714286
"GO:2001171",0.134659326472659
"GO:0048679",0.0201470312939434
"GO:0006541",0.745000865949248
"GO:0046794",0.884038590979546
"GO:0006542",0.25
"GO:0099640",0.508351516698463
"GO:0006543",0.102845055526177
"GO:0099641",0.362715976592017
"GO:0010950",0.695146429971594
"GO:0003070",0.403846153846154
"GO:0006544",0.655470041788173
"GO:0099642",0.22
"GO:0010951",0.274236208605788
"GO:0003071",0.549083810737086
"GO:0033299",0.711884962802781
"GO:0006545",0.713526570048309
"GO:0099643",0.241391892319108
"GO:0010952",0.650949179420458
"GO:0042904",0.642857142857143
"GO:0003072",0.24901185770751
"GO:0006546",0.296670086009627
"GO:0042905",0.578445747800586
"GO:0003073",0.935869107645643
"GO:0006547",0.591169977765395
"GO:0099645",0.844471347223101
"GO:0010954",0.932365218206767
"GO:0071680",0.522763562307967
"GO:0006548",0.859920545549977
"GO:0010955",0.407096804143616
"GO:0071681",0.54867938741356
"GO:0006549",0.958170211910795
"GO:0042908",0.373468575622414
"GO:0010956",0.921729611384784
"GO:0010957",0.63388200604805
"GO:0071684",0.998542012087375
"GO:0010958",0.706417817591953
"GO:0010959",0.000469376541397363
"GO:0048625",0.830374351844633
"GO:0070417",0.709649892348084
"GO:0048627",0.64318530436199
"GO:0071688",0.135526614101821
"GO:0006531",0.275172527289913
"GO:0006532",0.813725490196078
"GO:0099630",0.230541871921182
"GO:0006533",0.117463700851469
"GO:0010980",0.875366568914956
"GO:0006534",0.878744852930821
"GO:0006535",0.192307692307692
"GO:0099633",0.0560621152930367
"GO:0010982",0.758102766798419
"GO:0006536",0.00523565034088504
"GO:0010983",0.58041958041958
"GO:0006537",0.00905446696381017
"GO:0010984",0.668852804500214
"GO:0071670",0.45504902185267
"GO:0006538",0.0241109448923553
"GO:0010985",0.972384556378104
"GO:0003025",0.912121212121212
"GO:0071671",0.589180482055037
"GO:0099637",0.00904317444902409
"GO:0010986",0.853874091261892
"GO:0071672",0.764122433727684
"GO:0099638",0.0916550947231762
"GO:0070444",0.395944025339725
"GO:0003027",1
"GO:0071673",0.711445508435933
"GO:0099639",0.917956656346749
"GO:0070445",0.336529039396888
"GO:0010988",0.32649239896181
"GO:0071674",0.385188956112908
"GO:0010989",0.94288240495137
"GO:0003029",1
"GO:0071675",0.532851505581477
"GO:0070447",0.830393446543889
"GO:0071676",0.828827991611805
"GO:0048617",0.557604938132804
"GO:0071677",0.179214777129888
"GO:0071678",0.361233480176211
"GO:0071679",0.162654479252138
"GO:2001112",0.243986254295533
"GO:2001113",0.279279279279279
"GO:0010970",0.0517775057296641
"GO:0003010",0.81604782058554
"GO:0010971",0.192194733378837
"GO:0003012",0.0542546476461691
"GO:1903860",0.656410362588672
"GO:0010972",0.963357647074014
"GO:0070430",0.880952380952381
"GO:0003013",3.00074208080196e-10
"GO:1903861",0.879048386426242
"GO:0070431",0.0822134387351777
"GO:0003014",0.149855809780228
"GO:0048640",0.0487683368350808
"GO:0070432",0.262125902992776
"GO:0003015",0.867082740278993
"GO:0010975",0.0836462787975895
"GO:0048641",0.0508338229840837
"GO:0071621",0.782608104087499
"GO:0003016",0.376372822531347
"GO:0010976",0.0331320893122902
"GO:0048642",0.687591939868474
"GO:0071622",0.827324032477358
"GO:0070434",0.116515837104072
"GO:0003017",0.595041768363987
"GO:0010977",0.543785624057915
"GO:0048643",0.0707990778847088
"GO:0003018",0.0339992622875975
"GO:0048644",0.204964870994402
"GO:0071624",0.658169642667453
"GO:0033260",0.81219512195122
"GO:0071625",0.0425032259820634
"GO:1903867",0.701052569049811
"GO:0010979",0.889555822328931
"GO:1901401",0.681839989468138
"GO:0048645",0.133004845655186
"GO:0071626",0.745602795573675
"GO:0048646",6.87797780161391e-06
"GO:0033262",0.911723433856503
"GO:1901403",0.618471792932692
"GO:2001140",0.818172030690723
"GO:2001141",0.718553126139375
"GO:1901407",0.463434764268149
"GO:0010921",0.294387936628746
"GO:1903850",0.345396151426127
"GO:0010922",0.172254648804499
"GO:0010923",0.55147782307617
"GO:1903852",0.186984561266367
"GO:2001148",0.546390374331551
"GO:0048630",0.406865068021401
"GO:0003044",0.491441209988192
"GO:0048631",0.563212551544008
"GO:0071611",0.816173657317348
"GO:0010927",0.438300890545668
"GO:0048633",0.26803088318373
"GO:0048634",0.089398814196533
"GO:0048635",0.862336904129312
"GO:0048636",0.0344223826554043
"GO:0071616",0.149266264768155
"GO:1903859",0.690456717269514
"GO:0048638",0.000960234329638829
"GO:0006500",0.361647361647362
"GO:0048639",0.228680058172516
"GO:0006501",0.69988473075204
"GO:0046755",0.999479581361272
"GO:0099601",3.81089138274338e-05
"GO:0010911",0.278152358419611
"GO:2001135",0.402965835819542
"GO:0010912",0.384103679834747
"GO:2001136",0.190476190476191
"GO:1903881",0.25
"GO:2001137",0.101492911405163
"GO:2001138",0.776098307483297
"GO:0071640",0.833497367102801
"GO:0006508",0.91913400008315
"GO:1903883",0.333333333333333
"GO:0071641",0.756521739130435
"GO:0006509",0.0144685747289904
"GO:1903884",0.440860215053764
"GO:0010917",0.503048589962726
"GO:1903886",0.457142857142857
"GO:0010918",0.858387067494838
"GO:0033280",0.980828984798426
"GO:0010919",0.0134072056910444
"GO:0046782",0.424413475185694
"GO:0071649",0.938883053342004
"GO:0060992",0.0524538829500259
"GO:0046784",1
"GO:0060993",0.689226813359335
"GO:0046785",0.0587325203237953
"GO:0046786",0.244444444444444
"GO:0010940",0.481213024406585
"GO:0010941",6.61275988086833e-25
"GO:0010942",1.10557354576335e-11
"GO:0060996",3.67248261163702e-09
"GO:0060997",0.00397806991018242
"GO:0010944",0.0933692954356706
"GO:0060998",0.000398103963352314
"GO:0071630",0.259119627375023
"GO:0060999",0.00548489569045388
"GO:0010948",0.945612014757379
"GO:0071634",0.222812473765234
"GO:0071635",0.212978728295614
"GO:0071636",0.5626977665709
"GO:0070408",0.162818791946309
"GO:0071637",0.956001094065555
"GO:0033273",0.724257860039327
"GO:0070409",0.165578259953655
"GO:0019102",0.333333333333333
"GO:0071638",0.17896110056926
"GO:0033274",0.305988928032209
"GO:0071639",0.996485881175251
"GO:0033275",0.985208406162647
"GO:0018095",0.707397583259652
"GO:0033277",0.307040312262576
"GO:0033278",0.355811901061693
"GO:0031392",0.122538730634683
"GO:0046777",0.3330215116615
"GO:0031393",0.691463414634146
"GO:0031394",0.19492337164751
"GO:0010934",0.368268497330282
"GO:0031396",1.75786736989577e-05
"GO:0010935",0.325205071099319
"GO:0031397",0.00319002268997072
"GO:0010936",0.585585585585586
"GO:0031398",0.00286875300413267
"GO:1903825",0.220742455299718
"GO:0031399",4.9849359372454e-17
"GO:1903827",0.0203834637310353
"GO:0010939",0.664079250655142
"GO:1903828",0.62328033151666
"GO:1903829",0.00410312676600128
"GO:0048608",0.394677328885129
"GO:0006690",0.0199716104159489
"GO:0048609",0.550619458803484
"GO:0006691",0.997179949631385
"GO:0006692",0.0171086740294519
"GO:2000095",0.970767815032266
"GO:0033227",0.401428528779556
"GO:0046725",0.202127659574468
"GO:0006693",1
"GO:2000096",0.76457567589643
"GO:0046726",0.617961329715061
"GO:0006694",0.0376818827774203
"GO:2000097",0.229677935277502
"GO:0006695",0.774190968283409
"GO:0003002",0.0775064090853236
"GO:2000098",0.0548780487804878
"GO:1903812",0.384615384615385
"GO:2001108",1
"GO:0006699",0.960400339041378
"GO:0003006",0.99981651181851
"GO:1903814",0.359192348565356
"GO:1903815",0.299896587383661
"GO:0003007",0.526639243851418
"GO:0003008",3.42870154402375e-11
"GO:0033210",0.106784392011189
"GO:1903817",0.883270520165441
"GO:0003009",0.927514529105132
"GO:0033211",0.879084804688637
"GO:1903818",0.834943382406615
"GO:0033212",0.150428832617184
"GO:0046710",0.20622563312328
"GO:0046711",0.212643678160919
"GO:0046712",0.497737556561086
"GO:0060964",0.06242635828223
"GO:0046716",0.307193206481459
"GO:0060965",0.0236679427251113
"GO:0046717",0.00137704217629871
"GO:1903840",0.25
"GO:0060966",0.00651405225234148
"GO:0046718",0.0210048837749957
"GO:1903841",0.25
"GO:0060967",0.00626791075932318
"GO:0046719",0.627940965530635
"GO:1903842",0.788567555689067
"GO:0060968",0.00228198315853029
"GO:0071600",0.695405088032407
"GO:0070192",0.99971369632874
"GO:1903843",0.794347317521903
"GO:0060969",0.00202195160858245
"GO:0070193",0.949728069600243
"GO:1903844",0.904566569056564
"GO:1903845",0.0563276839941342
"GO:1901160",0.0160813366837555
"GO:1903846",0.467218443913454
"GO:0071604",0.297517652196923
"GO:0033240",0.240079375273794
"GO:0071605",0.96103938500676
"GO:0033241",0.246462264150944
"GO:1901162",0.0478729785024594
"GO:0033242",0.278169014084507
"GO:0070198",0.250921365474399
"GO:1901163",0.284369626190435
"GO:0070199",0.405602145290029
"GO:1901164",0.550548550314579
"GO:0071608",0.84093321920009
"GO:1901165",0.648710688000942
"GO:0019293",1
"GO:0071609",0.943621124188447
"GO:1901166",0.299914683256733
"GO:0010901",0.181708217660352
"GO:1903830",0.796672240365215
"GO:0010902",0.503498074007815
"GO:0060956",0.575757575757576
"GO:0010903",0.314519894134589
"GO:0031365",0.65683904141121
"GO:0010904",0.173506394350067
"GO:0010905",0.200618875709128
"GO:0010906",0.650712157049908
"GO:0010907",0.531877540924794
"GO:0010908",0.16048951048951
"GO:1903837",0.333333333333333
"GO:0010909",0.114529914529915
"GO:2000060",0.000147264721259489
"GO:1903839",0.428571428571428
"GO:0033233",0.302438968890857
"GO:0033234",0.803130535931487
"GO:0060981",0.2
"GO:0033235",0.276077264722788
"GO:0006661",0.827465778607093
"GO:0006662",0.683612040133779
"GO:0060982",0.137773297226731
"GO:2000064",0.839499571376433
"GO:2001293",0.654242885420708
"GO:2000065",0.342621259029928
"GO:0006663",0.0221733883576989
"GO:0033238",4.44898912037077e-05
"GO:0006664",0.809682392436346
"GO:1901159",0.335290174960131
"GO:2001295",0.37677304964539
"GO:0033239",0.00500055797107654
"GO:0006665",0.462885970997192
"GO:0060986",0.0389942875046664
"GO:0006667",0.482758620689655
"GO:0060988",0.614808555345805
"GO:2000050",0.687037198961072
"GO:1901184",0.845776640170993
"GO:2000052",0.471926745027275
"GO:0006650",0.766827497132451
"GO:1901185",0.999765852156614
"GO:0060971",0.547164266823391
"GO:0006651",0.580245235352413
"GO:1901186",0.180446405438504
"GO:0060972",0.692835848006887
"GO:1901187",0.406885538817351
"GO:0060973",0.865409615480819
"GO:0006654",0.918771871755903
"GO:1901189",0.263265306122449
"GO:0006655",0.626954571453465
"GO:0060976",0.701713600295842
"GO:2000058",7.5215382333598e-05
"GO:0006656",0.164673952235613
"GO:0060977",0.160953697925209
"GO:2000059",0.373540447180116
"GO:0006657",0.647360934917157
"GO:0060978",0.381679387712335
"GO:0006658",0.868277087833569
"GO:0070162",0.0975245722910469
"GO:0070163",0.139616009466176
"GO:0070164",0.35613002122459
"GO:0070165",0.0999816099273455
"GO:0070166",0.330708362827384
"GO:0070167",0.987368699508689
"GO:0070168",0.828363779929772
"GO:0070169",0.822084277463333
"GO:0060920",0.908259077660047
"GO:0019262",0.300432750180268
"GO:0006680",0.547619047619048
"GO:0060921",0.192307692307692
"GO:0006681",0.931372549019608
"GO:0015990",1
"GO:0019264",0.8
"GO:0018076",0.0274004747494881
"GO:0060923",0.90481294186912
"GO:0019265",0.8
"GO:0006683",0.395604395604396
"GO:0006684",0.548981173573263
"GO:0006685",0.563233242980078
"GO:1903800",0.10118363313708
"GO:0060926",0.833798663555866
"GO:0006686",0.697813155779493
"GO:1903801",0.778830626008855
"GO:0006687",0.0555862786605651
"GO:0006688",0.169127848889125
"GO:1903803",0.260194174757281
"GO:0006689",0.890804116810309
"GO:1903804",0.00452785329747907
"GO:0046700",0.025270443647467
"GO:0018022",0.57454024879208
"GO:0018023",0.85120633002854
"GO:2001260",0.133442677082012
"GO:0006670",0.934200032850708
"GO:0060911",0.635245942703998
"GO:0060912",0.626122765659037
"GO:2000074",0.431758864840525
"GO:0033206",0.193601419862217
"GO:0018026",0.689741996085667
"GO:0006672",0.449848910224454
"GO:0060913",0.74455732946299
"GO:0018027",0.637903441479533
"GO:0060914",0.537715712879668
"GO:0031323",0.000327804494034536
"GO:0060915",0.065439029867505
"GO:2000077",0.0882885251205727
"GO:0033209",0.579915876279061
"GO:0060916",0.0625919403294313
"GO:0031324",2.98662830172783e-10
"GO:2001267",0.459571175908433
"GO:0031325",1.19217507387043e-18
"GO:0006677",0.383212540665491
"GO:2001268",0.902328236531827
"GO:0031326",0.496679308812258
"GO:0006678",0.161764705882353
"GO:2001269",0.362947964198442
"GO:0031327",0.131305781494002
"GO:0006679",0.618181818181818
"GO:0031328",5.19296481876217e-09
"GO:0031329",2.24967390535258e-07
"GO:2000020",0.273303246017373
"GO:0070189",0.215006468179459
"GO:0006620",0.9072416971558
"GO:2001251",0.888266180337474
"GO:0006621",0.905094905094905
"GO:2001252",0.512447699762199
"GO:0006622",0.384952539761215
"GO:2001253",0.404761904761905
"GO:0019285",0.142857142857143
"GO:0006623",0.729496010091439
"GO:2000026",1.74101032110228e-07
"GO:2001255",0.371428571428571
"GO:0060945",0.344589937973811
"GO:2000027",0.929749797021012
"GO:0006625",0.883549812289119
"GO:2001256",0.988743389768809
"GO:0006626",0.685618990963432
"GO:0070170",0.719972582601292
"GO:2001257",0.0104650463268064
"GO:0060947",0.84710719339152
"GO:0006627",0.398836403431232
"GO:2001258",0.197873609995645
"GO:0060948",0.678072863466122
"GO:0070172",0.567307266848298
"GO:0006629",4.61049578009759e-12
"GO:2001259",0.433805564457478
"GO:1901142",0.604160733839148
"GO:2000010",0.505705081792392
"GO:0070178",0.230769230769231
"GO:1901143",0.376896066014702
"GO:0070179",0.55
"GO:2001280",0.242880736699865
"GO:0006610",0.662212699649396
"GO:0060931",0.277777777777778
"GO:0006611",0.043810088785561
"GO:0015960",0.46166022902555
"GO:0031340",0.623699638113104
"GO:0006612",0.583583411484946
"GO:0031341",6.47634475014414e-05
"GO:0015961",0.838753930469153
"GO:2000015",0.738871862572981
"GO:0006613",0.937286450314701
"GO:0015962",0.222222222222222
"GO:0031342",0.0468195358302211
"GO:0006614",0.414565826330532
"GO:2000017",0.51456970751805
"GO:0031343",0.0463306573733124
"GO:0015964",0.166666666666667
"GO:2000018",0.333091629914721
"GO:0031344",8.86528074322248e-09
"GO:0006616",0.537602278074148
"GO:0070120",0.0138664474975841
"GO:0070121",0.227256382596189
"GO:0015965",0.583333333333333
"GO:0031345",0.0489416838471269
"GO:0015966",1
"GO:0031346",0.000647224817591055
"GO:1903593",0.425513269239968
"GO:0031347",0.00170301240583646
"GO:0031348",0.0202682120994305
"GO:1903595",0.520513835752025
"GO:0031349",0.00411969803534486
"GO:1903596",0.0656946495966969
"GO:1903597",0.0824524312896405
"GO:1903598",0.179921071513992
"GO:0019220",3.80304378426021e-09
"GO:0046890",2.46534848690668e-06
"GO:1903599",0.229944451071706
"GO:0019221",0.635334355077227
"GO:0019222",6.74439788918553e-07
"GO:2001270",0.70397853008931
"GO:2000042",0.972289845812724
"GO:0006640",0.751396118463443
"GO:1901135",0.00607204827741882
"GO:2001271",0.517981050332852
"GO:0014721",1
"GO:0006641",0.474110488727871
"GO:1901136",0.120843412456759
"GO:0014722",0.244174093108243
"GO:0031330",0.00231969113915836
"GO:0006642",0.313917386121446
"GO:1901137",0.223298064513291
"GO:2000045",0.00541205002255149
"GO:0031331",0.00105252875916366
"GO:0006643",0.999647212038276
"GO:0019226",7.72939460636941e-07
"GO:0006644",0.716092701019162
"GO:0019227",0.844294464096118
"GO:2000047",0.595870233902298
"GO:0031333",0.412680029700605
"GO:0019228",0.589635074174721
"GO:2000048",0.27230292111808
"GO:0046898",0.792295076517708
"GO:0031334",0.000357502146967298
"GO:0019229",0.0351810849278658
"GO:2000049",0.868549428605438
"GO:0031335",0.434999893140981
"GO:2001279",0.0631436765084841
"GO:0031337",0.212901069518717
"GO:0031338",0.364442369115634
"GO:0015959",0.576982782513721
"GO:0006631",0.00264424324892916
"GO:0015980",0.871532460895244
"GO:2001222",0.0910508563422952
"GO:2001223",0.697921707109422
"GO:2000035",0.813871386462727
"GO:0006633",0.0012154453374241
"GO:2000036",0.956060554563614
"GO:2001224",0.2496987087944
"GO:0019216",7.17323970829993e-12
"GO:2001225",0.795121937788277
"GO:0019217",0.152509378959656
"GO:0006635",0.864906142479401
"GO:0019218",0.00410208892417567
"GO:0006636",0.0305400820270813
"GO:0015985",0.461360036934937
"GO:0019219",0.293806522019475
"GO:0006637",0.814539097547577
"GO:0070141",0.0944798709102021
"GO:0015986",0.923570584022355
"GO:0006638",0.0575386127564462
"GO:0070142",0.114674738698914
"GO:0014719",0.0220380866472129
"GO:0006639",0.131007475801996
"GO:0015988",0.527067929311937
"GO:0019240",0.554049604916593
"GO:0060900",0.968885195744593
"GO:0019242",0.3
"GO:0014740",0.192307692307692
"GO:0019243",0.666666666666667
"GO:0014741",0.0481618726124548
"GO:2001212",0.72302769636606
"GO:0014742",0.0746683632900991
"GO:0014743",0.0203935199050842
"GO:2001214",0.510892474447732
"GO:0060904",0.318181818181818
"GO:0014744",0.270349345180324
"GO:0014745",0.108779610667138
"GO:0060907",0.386727688787185
"GO:0019230",0.185317617960904
"GO:0033762",0.362577043172843
"GO:2001240",0.234619330246048
"GO:2001241",0.981533114725394
"GO:0019233",7.94062041118344e-17
"GO:0015920",0.443925429849055
"GO:2001242",0.00724930817143908
"GO:0014732",0.895177865612648
"GO:1900098",0.0515374416674381
"GO:0046864",0.317515512553641
"GO:2001243",0.0331539924710981
"GO:0014733",0.810865923405088
"GO:0046865",1
"GO:2001244",0.379847599370118
"GO:0014734",0.845569834010653
"GO:2001245",0.82348706313539
"GO:0014735",0.535268445053928
"GO:0018009",0.531914893617021
"GO:0014736",0.628571428571429
"GO:0014737",0.541666666666667
"GO:0014738",0.386927945472249
"GO:1903555",0.00405625002430281
"GO:1903556",0.115230097596604
"GO:1903557",0.0611153147887188
"GO:0046850",0.394032511980984
"GO:2000001",0.857940316288531
"GO:0046851",0.513766697197031
"GO:2000002",0.632258922530263
"GO:0046854",0.0108419786522621
"GO:0015911",0.0873248927285019
"GO:2001233",6.02612707004862e-05
"GO:0046855",0.912280701754386
"GO:0006603",1
"GO:0015912",0.627371245142736
"GO:2001234",0.000110240130517125
"GO:0046856",0.967011187238356
"GO:2001235",0.405214384180919
"GO:0006605",0.528093565166148
"GO:1903580",0.00165452983584486
"GO:0015914",0.974633805190352
"GO:2001236",0.263707557545841
"GO:2000008",0.185221326563369
"GO:0006606",0.0797817520742343
"GO:2001237",0.0671600755001413
"GO:2000009",0.707419451847916
"GO:0006607",0.898974098878147
"GO:2001238",0.777165208640099
"GO:2001239",0.282565564136427
"GO:0015918",0.803953381533256
"GO:0015919",0.995670995670996
"GO:1903587",0.0667234709987254
"GO:1903588",0.0423615885383512
"GO:0046880",0.5
"GO:1903589",0.55051708177706
"GO:0046881",0.5
"GO:0046882",0.939393939393939
"GO:0046883",2.87107425614251e-06
"GO:0046884",0.230769230769231
"GO:0046885",0.00482239013759022
"GO:0015942",0.48502946405552
"GO:0046886",0.00167290226715531
"GO:0046887",0.0712023556095269
"GO:1903570",0.245679012345679
"GO:0046888",0.000333630125376529
"GO:0070100",0.509565849759017
"GO:0046889",1.61867748222711e-05
"GO:0070101",0.187072469515218
"GO:1903572",0.26865671641791
"GO:0070102",0.708092949202046
"GO:1903573",0.502428124464299
"GO:1900060",0.690034424455715
"GO:1903575",0.694539988188765
"GO:0015949",0.500920926181792
"GO:0070106",0.542431475293045
"GO:1901291",0.0512820512820513
"GO:1903578",0.00274224506166037
"GO:1901292",0.335953638643632
"GO:1903579",0.00933143137520507
"GO:1901293",0.247093970033794
"GO:1901295",0.166666666666667
"GO:1901296",0.5
"GO:0046874",0.845905367257889
"GO:0015931",0.999896173748882
"GO:1901297",0.5
"GO:1901298",0.197306910256499
"GO:0140066",0.349856398255505
"GO:1901299",0.43108901085403
"GO:0046877",0.211516627858529
"GO:0140067",0.19327731092437
"GO:0014706",0.0901862425751045
"GO:0046878",0.591435924227472
"GO:0046879",0.99098698264919
"GO:1903522",0.599479390696182
"GO:0015936",0.801405031189241
"GO:1903523",0.266135536442916
"GO:0015937",0.704078055328769
"GO:0031497",0.254769391633023
"GO:1903524",0.0210166251275479
"GO:0031498",0.657654661802037
"GO:1903525",0.366666666666667
"GO:0015939",0.68006480029862
"GO:1903527",0.457473419548894
"GO:2001200",0.682466972525143
"GO:0046822",0.0399544966180708
"GO:0140052",0.512506246876562
"GO:0046823",0.0129500116988982
"GO:0140053",0.995408240831253
"GO:0046824",0.0814113828761515
"GO:0046825",0.380430179630318
"GO:0140056",0.385893291096782
"GO:2001204",0.705983286398114
"GO:0046826",0.174904026440655
"GO:2001205",0.587880529144314
"GO:0046827",0.54422731674642
"GO:1903510",0.298625334987416
"GO:2001206",0.915979112936679
"GO:0140058",0.136027236939609
"GO:0140059",0.481134790067139
"GO:1903513",0.909787039363116
"GO:1903514",0.391182112088522
"GO:1903515",0.573046203619452
"GO:1900081",0.333333333333333
"GO:1903516",0.110547739770049
"GO:1900082",0.416666666666667
"GO:1903518",0.0484177215189873
"GO:1900084",0.201336599091684
"GO:1900085",0.231707317073171
"GO:1900086",0.514543499363377
"GO:1900087",0.050600553566155
"GO:0046813",0.222222222222222
"GO:1903540",0.210630441777719
"GO:1903541",0.963344317557954
"GO:1903542",0.697271045328399
"GO:0070293",0.241285241800215
"GO:1903543",0.952613341507095
"GO:1903544",0.380952380952381
"GO:0070294",0.514705882352941
"GO:1903545",0.243243243243243
"GO:0070295",0.749122807017544
"GO:0070296",0.848486351697606
"GO:1901264",0.978157884108464
"GO:1900076",0.00278819855717241
"GO:0014891",0.66854006771249
"GO:1900077",0.0966243148820467
"GO:1900078",0.121572029101131
"GO:0031460",0.166666666666667
"GO:0014894",1
"GO:0046847",0.129203118348687
"GO:0014896",0.0113077008304744
"GO:1903530",1.13480256119897e-29
"GO:0046849",0.958078440293092
"GO:1903531",3.88682566660796e-08
"GO:0014897",0.35140562248996
"GO:1903532",5.65612712847516e-09
"GO:0014898",0.935198345674476
"GO:1903533",0.0480524016675538
"GO:0015908",0.0940168024194633
"GO:1900020",0.878986442510615
"GO:0031468",0.985020286997515
"GO:0015909",0.27549090258558
"GO:1901252",0.658543444707516
"GO:1900024",0.181727608583248
"GO:1903539",0.00723987710871091
"GO:1900025",0.777351728668195
"GO:0046831",0.791500954047192
"GO:0140021",0.720983572386258
"GO:1901254",0.332244008714597
"GO:1900026",0.0390124390311932
"GO:1900027",0.938768426449428
"GO:0046833",0.698593879780629
"GO:1901256",0.550062722695637
"GO:0046834",0.725297982973696
"GO:1900029",0.831212219585964
"GO:0046835",0.876322681748094
"GO:1901258",0.781894827182454
"GO:0046836",0.566468958364536
"GO:0031452",0.568268895855103
"GO:0031453",0.707948000089987
"GO:0046838",0.732479738888188
"GO:0046839",0.957393619524131
"GO:0140029",0.00893033776549137
"GO:0031455",0.025
"GO:0031456",0.3
"GO:1900010",0.418181818181818
"GO:1900011",0.231535269709544
"GO:1900015",0.059812828822662
"GO:1900016",0.0870797173524102
"GO:1900017",0.382577657023455
"GO:0140013",0.995886781163411
"GO:0140014",0.434985206948619
"GO:1900019",0.847646577782839
"GO:0070262",0.28773986505913
"GO:0070265",0.460693454191973
"GO:0070266",0.924525144339386
"GO:1900044",0.939751689408434
"GO:0070268",0.922766117000908
"GO:0070269",0.266929291773016
"GO:1900045",0.755119995574743
"GO:0014860",0.5
"GO:1900046",2.78953058969912e-07
"GO:0140042",0.882485912784672
"GO:1900047",0.000194423104316472
"GO:1900048",0.00457717823880803
"GO:0014866",0.0823107158702075
"GO:0070252",0.763152709345894
"GO:0070253",0.42269555219089
"GO:1903504",0.972273757550602
"GO:0070254",0.495929227009261
"GO:0070255",0.0790583735579757
"GO:1903506",0.644599053275463
"GO:0033700",0.0160732470738439
"GO:0070256",0.0938417540514776
"GO:1903507",0.0301063996908383
"GO:0070257",0.285976311688615
"GO:1903508",3.70350839903547e-09
"GO:1901222",0.425826514581934
"GO:1900034",0.0541356615665124
"GO:1903509",0.99369486942902
"GO:1901223",0.997094575286835
"GO:0019751",0.586890447322234
"GO:0014850",0.99990200614225
"GO:1901224",0.0599654868836187
"GO:0019752",0.026243053920955
"GO:1900037",0.972241534704206
"GO:0014852",0.3125
"GO:1900038",0.80459542936909
"GO:0019755",0.508626654837989
"GO:0014854",0.16063538384854
"GO:1901228",0.711991919264669
"GO:0014855",0.83543994538181
"GO:0014856",0.941291291328775
"GO:0031424",0.99999900394209
"GO:0014857",0.936994054969038
"GO:0140039",0.468357630964342
"GO:0014859",0.715293124794026
"GO:0031427",0.768733215654724
"GO:0070286",0.989458381733532
"GO:1901213",0.418705865685114
"GO:1901214",6.71770095082409e-14
"GO:1901215",2.92876178145828e-06
"GO:1901216",4.19330208786271e-05
"GO:0014883",0.783216783216783
"GO:0014887",0.243803382771051
"GO:0014888",0.993113433556869
"GO:0014889",0.725861309485825
"GO:0070278",0.917953429816532
"GO:0014870",1
"GO:0031440",0.900362560987383
"GO:0031441",0.260854180090671
"GO:0014874",0.766128982756114
